"name","path","sha","size","url","html_url","git_url","download_url","type","X_links.self","X_links.git","X_links.html","size_in_MB","size_label","source","last_updated_utc"
"BLBNATX_2025-09-03.pdf","contracts/BLBNATX_2025-09-03.pdf","3a8691b6ea98d861843fcbe7c5d0997241cb6d67",2558077,"https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/BLBNATX_2025-09-03.pdf?ref=main","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/BLBNATX_2025-09-03.pdf","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/3a8691b6ea98d861843fcbe7c5d0997241cb6d67","https://raw.githubusercontent.com/RelevantResearch/param-reporting/main/contracts/BLBNATX_2025-09-03.pdf","file","https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/BLBNATX_2025-09-03.pdf?ref=main","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/3a8691b6ea98d861843fcbe7c5d0997241cb6d67","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/BLBNATX_2025-09-03.pdf",2.43957233428955,"2.44MB",NA,2026-01-10 17:53:19
"BLBNATX_2026-01-05.pdf","contracts/BLBNATX_2026-01-05.pdf","7bbd7953ec9f970f68fe600ca3413865f3ebe88e",1165074,"https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/BLBNATX_2026-01-05.pdf?ref=main","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/BLBNATX_2026-01-05.pdf","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/7bbd7953ec9f970f68fe600ca3413865f3ebe88e","https://raw.githubusercontent.com/RelevantResearch/param-reporting/main/contracts/BLBNATX_2026-01-05.pdf","file","https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/BLBNATX_2026-01-05.pdf?ref=main","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/7bbd7953ec9f970f68fe600ca3413865f3ebe88e","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/BLBNATX_2026-01-05.pdf",1.1111011505127,"1.11MB",NA,2026-01-10 17:53:19
"BTV_2025-05-12.pdf","contracts/BTV_2025-05-12.pdf","a0d4ffa3f4e3836cfb5971838b671d7f3b989b66",112790,"https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/BTV_2025-05-12.pdf?ref=main","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/BTV_2025-05-12.pdf","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/a0d4ffa3f4e3836cfb5971838b671d7f3b989b66","https://raw.githubusercontent.com/RelevantResearch/param-reporting/main/contracts/BTV_2025-05-12.pdf","file","https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/BTV_2025-05-12.pdf?ref=main","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/a0d4ffa3f4e3836cfb5971838b671d7f3b989b66","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/BTV_2025-05-12.pdf",0.107564926147461,"0.11MB",NA,2026-01-10 17:53:19
"BTV_2025-11-28.pdf","contracts/BTV_2025-11-28.pdf","9d1a63b3992c4efcefc568e6e4f7facbf9524da9",3003278,"https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/BTV_2025-11-28.pdf?ref=main","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/BTV_2025-11-28.pdf","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/9d1a63b3992c4efcefc568e6e4f7facbf9524da9","https://raw.githubusercontent.com/RelevantResearch/param-reporting/main/contracts/BTV_2025-11-28.pdf","file","https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/BTV_2025-11-28.pdf?ref=main","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/9d1a63b3992c4efcefc568e6e4f7facbf9524da9","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/BTV_2025-11-28.pdf",2.86414909362793,"2.86MB",NA,2026-01-10 17:53:19
"BTV_2025-12-05.pdf","contracts/BTV_2025-12-05.pdf","24c629f166c5fc2b3594f47c49b0e53d75302540",473460,"https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/BTV_2025-12-05.pdf?ref=main","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/BTV_2025-12-05.pdf","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/24c629f166c5fc2b3594f47c49b0e53d75302540","https://raw.githubusercontent.com/RelevantResearch/param-reporting/main/contracts/BTV_2025-12-05.pdf","file","https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/BTV_2025-12-05.pdf?ref=main","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/24c629f166c5fc2b3594f47c49b0e53d75302540","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/BTV_2025-12-05.pdf",0.451526641845703,"0.45MB",NA,2026-01-10 17:53:19
"CACFMES_2025-07-25.pdf","contracts/CACFMES_2025-07-25.pdf","85f3d963c7170e5db0c52e193284ffe6942bb99b",953020,"https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CACFMES_2025-07-25.pdf?ref=main","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CACFMES_2025-07-25.pdf","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/85f3d963c7170e5db0c52e193284ffe6942bb99b","https://raw.githubusercontent.com/RelevantResearch/param-reporting/main/contracts/CACFMES_2025-07-25.pdf","file","https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CACFMES_2025-07-25.pdf?ref=main","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/85f3d963c7170e5db0c52e193284ffe6942bb99b","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CACFMES_2025-07-25.pdf",0.908870697021484,"0.91MB",NA,2026-01-10 17:53:19
"CACFMES_2025-11-28.pdf","contracts/CACFMES_2025-11-28.pdf","0bd0025ec42778b50a14e1fe9f23f04256637d1a",566412,"https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CACFMES_2025-11-28.pdf?ref=main","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CACFMES_2025-11-28.pdf","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/0bd0025ec42778b50a14e1fe9f23f04256637d1a","https://raw.githubusercontent.com/RelevantResearch/param-reporting/main/contracts/CACFMES_2025-11-28.pdf","file","https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CACFMES_2025-11-28.pdf?ref=main","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/0bd0025ec42778b50a14e1fe9f23f04256637d1a","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CACFMES_2025-11-28.pdf",0.540172576904297,"0.54MB",NA,2026-01-10 17:53:19
"CACFMES_2026-05-01.pdf","contracts/CACFMES_2026-05-01.pdf","ad452ec38b513b259a66ae647935d1cd94b60e41",3770585,"https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CACFMES_2026-05-01.pdf?ref=main","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CACFMES_2026-05-01.pdf","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/ad452ec38b513b259a66ae647935d1cd94b60e41","https://raw.githubusercontent.com/RelevantResearch/param-reporting/main/contracts/CACFMES_2026-05-01.pdf","file","https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CACFMES_2026-05-01.pdf?ref=main","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/ad452ec38b513b259a66ae647935d1cd94b60e41","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CACFMES_2026-05-01.pdf",3.59591007232666,"3.60MB",NA,2026-05-09 12:57:45
"CACTYCA_2025-12-19.pdf","contracts/CACTYCA_2025-12-19.pdf","2148cff80e3b0bcb59b1af6859d41244adf44c7f",199592,"https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CACTYCA_2025-12-19.pdf?ref=main","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CACTYCA_2025-12-19.pdf","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/2148cff80e3b0bcb59b1af6859d41244adf44c7f","https://raw.githubusercontent.com/RelevantResearch/param-reporting/main/contracts/CACTYCA_2025-12-19.pdf","file","https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CACTYCA_2025-12-19.pdf?ref=main","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/2148cff80e3b0bcb59b1af6859d41244adf44c7f","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CACTYCA_2025-12-19.pdf",0.190345764160156,"0.19MB",NA,2026-01-10 17:53:19
"CACTYCA_2026-05-01.pdf","contracts/CACTYCA_2026-05-01.pdf","df2bda0130bb159eda357d2ba26f956b31b622f2",29180333,"https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CACTYCA_2026-05-01.pdf?ref=main","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CACTYCA_2026-05-01.pdf","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/df2bda0130bb159eda357d2ba26f956b31b622f2","https://raw.githubusercontent.com/RelevantResearch/param-reporting/main/contracts/CACTYCA_2026-05-01.pdf","file","https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CACTYCA_2026-05-01.pdf?ref=main","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/df2bda0130bb159eda357d2ba26f956b31b622f2","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CACTYCA_2026-05-01.pdf",27.8285341262817,"27.83MB",NA,2026-05-09 12:57:45
"CALHOMI_2025-12-19.pdf","contracts/CALHOMI_2025-12-19.pdf","f564189851474924264edad2596b37f9852376e7",247461,"https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CALHOMI_2025-12-19.pdf?ref=main","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CALHOMI_2025-12-19.pdf","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/f564189851474924264edad2596b37f9852376e7","https://raw.githubusercontent.com/RelevantResearch/param-reporting/main/contracts/CALHOMI_2025-12-19.pdf","file","https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CALHOMI_2025-12-19.pdf?ref=main","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/f564189851474924264edad2596b37f9852376e7","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CALHOMI_2025-12-19.pdf",0.235997200012207,"0.24MB",NA,2026-01-10 17:53:19
"CARDFVA_2025-07-25.pdf","contracts/CARDFVA_2025-07-25.pdf","8672a78c9fd01a5fe786637e3b7a518477d57a55",1392395,"https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CARDFVA_2025-07-25.pdf?ref=main","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CARDFVA_2025-07-25.pdf","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/8672a78c9fd01a5fe786637e3b7a518477d57a55","https://raw.githubusercontent.com/RelevantResearch/param-reporting/main/contracts/CARDFVA_2025-07-25.pdf","file","https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CARDFVA_2025-07-25.pdf?ref=main","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/8672a78c9fd01a5fe786637e3b7a518477d57a55","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CARDFVA_2025-07-25.pdf",1.32789134979248,"1.33MB",NA,2026-01-10 17:53:19
"CARDFVA_2025-09-03.pdf","contracts/CARDFVA_2025-09-03.pdf","5932952672376f4a6dfc60dd00d67a84bbaa6cd0",178343,"https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CARDFVA_2025-09-03.pdf?ref=main","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CARDFVA_2025-09-03.pdf","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/5932952672376f4a6dfc60dd00d67a84bbaa6cd0","https://raw.githubusercontent.com/RelevantResearch/param-reporting/main/contracts/CARDFVA_2025-09-03.pdf","file","https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CARDFVA_2025-09-03.pdf?ref=main","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/5932952672376f4a6dfc60dd00d67a84bbaa6cd0","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CARDFVA_2025-09-03.pdf",0.17008113861084,"0.17MB",NA,2026-01-10 17:53:19
"CARDFVA_2026-01-05.pdf","contracts/CARDFVA_2026-01-05.pdf","b763b0c8de9a57b3d7c7a68ead63bf7f48f5562b",548331,"https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CARDFVA_2026-01-05.pdf?ref=main","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CARDFVA_2026-01-05.pdf","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/b763b0c8de9a57b3d7c7a68ead63bf7f48f5562b","https://raw.githubusercontent.com/RelevantResearch/param-reporting/main/contracts/CARDFVA_2026-01-05.pdf","file","https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CARDFVA_2026-01-05.pdf?ref=main","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/b763b0c8de9a57b3d7c7a68ead63bf7f48f5562b","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CARDFVA_2026-01-05.pdf",0.522929191589355,"0.52MB",NA,2026-01-10 17:53:19
"CCAHUTX_2025-12-28.pdf","contracts/CCAHUTX_2025-12-28.pdf","a154de8e47495c3303aa247254a388ef12b461b2",752734,"https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CCAHUTX_2025-12-28.pdf?ref=main","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CCAHUTX_2025-12-28.pdf","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/a154de8e47495c3303aa247254a388ef12b461b2","https://raw.githubusercontent.com/RelevantResearch/param-reporting/main/contracts/CCAHUTX_2025-12-28.pdf","file","https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CCAHUTX_2025-12-28.pdf?ref=main","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/a154de8e47495c3303aa247254a388ef12b461b2","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CCAHUTX_2025-12-28.pdf",0.717863082885742,"0.72MB",NA,2026-01-10 17:53:19
"CCAHUTX_2026-05-05(a).pdf","contracts/CCAHUTX_2026-05-05(a).pdf","47f83ae9a4be76b04c7f72d5c6d14fa1a2c53799",1070101,"https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CCAHUTX_2026-05-05(a).pdf?ref=main","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CCAHUTX_2026-05-05(a).pdf","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/47f83ae9a4be76b04c7f72d5c6d14fa1a2c53799","https://raw.githubusercontent.com/RelevantResearch/param-reporting/main/contracts/CCAHUTX_2026-05-05(a).pdf","file","https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CCAHUTX_2026-05-05(a).pdf?ref=main","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/47f83ae9a4be76b04c7f72d5c6d14fa1a2c53799","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CCAHUTX_2026-05-05(a).pdf",1.02052783966064,"1.02MB",NA,2026-06-05 21:52:57
"CCAHUTX_2026-05-05(b).pdf","contracts/CCAHUTX_2026-05-05(b).pdf","47f83ae9a4be76b04c7f72d5c6d14fa1a2c53799",1070101,"https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CCAHUTX_2026-05-05(b).pdf?ref=main","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CCAHUTX_2026-05-05(b).pdf","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/47f83ae9a4be76b04c7f72d5c6d14fa1a2c53799","https://raw.githubusercontent.com/RelevantResearch/param-reporting/main/contracts/CCAHUTX_2026-05-05(b).pdf","file","https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CCAHUTX_2026-05-05(b).pdf?ref=main","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/47f83ae9a4be76b04c7f72d5c6d14fa1a2c53799","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CCAHUTX_2026-05-05(b).pdf",1.02052783966064,"1.02MB",NA,2026-06-05 21:52:57
"CCALEKS_2026-05-01(a).pdf","contracts/CCALEKS_2026-05-01(a).pdf","a46e558d0d0e9099c7f0d8694cb01a76609ea492",1895984,"https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CCALEKS_2026-05-01(a).pdf?ref=main","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CCALEKS_2026-05-01(a).pdf","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/a46e558d0d0e9099c7f0d8694cb01a76609ea492","https://raw.githubusercontent.com/RelevantResearch/param-reporting/main/contracts/CCALEKS_2026-05-01(a).pdf","file","https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CCALEKS_2026-05-01(a).pdf?ref=main","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/a46e558d0d0e9099c7f0d8694cb01a76609ea492","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CCALEKS_2026-05-01(a).pdf",1.80815124511719,"1.81MB",NA,2026-06-05 21:52:57
"CCALEKS_2026-05-01(b).pdf","contracts/CCALEKS_2026-05-01(b).pdf","d40e0256ad4af42b5a15f5fc9959c7a9fa282626",472770,"https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CCALEKS_2026-05-01(b).pdf?ref=main","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CCALEKS_2026-05-01(b).pdf","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/d40e0256ad4af42b5a15f5fc9959c7a9fa282626","https://raw.githubusercontent.com/RelevantResearch/param-reporting/main/contracts/CCALEKS_2026-05-01(b).pdf","file","https://api.github.com/repos/RelevantResearch/param-reporting/contents/contracts/CCALEKS_2026-05-01(b).pdf?ref=main","https://api.github.com/repos/RelevantResearch/param-reporting/git/blobs/d40e0256ad4af42b5a15f5fc9959c7a9fa282626","https://github.com/RelevantResearch/param-reporting/blob/main/contracts/CCALEKS_2026-05-01(b).pdf",0.450868606567383,"0.45MB",NA,2026-06-05 21:52:57
